Time,minecraft
2022-01-01,83.0
2022-01-02,90.0
2022-01-03,73.0
2022-01-04,74.0
2022-01-05,68.0
2022-01-06,55.0
2022-01-07,68.0
2022-01-08,93.0
2022-01-09,92.0
2022-01-10,61.0
2022-01-11,58.0
2022-01-12,59.0
2022-01-13,65.0
2022-01-14,52.0
2022-01-15,90.0
2022-01-16,88.0
2022-01-17,76.0
2022-01-18,57.0
2022-01-19,52.0
2022-01-20,55.0
2022-01-21,58.0
2022-01-22,85.0
2022-01-23,89.0
2022-01-24,71.0
2022-01-25,50.0
2022-01-26,48.0
2022-01-27,51.0
2022-01-28,55.0
2022-01-29,83.0
2022-01-30,85.0
2022-01-31,50.0
2022-02-01,50.0
2022-02-02,52.0
2022-02-03,56.0
2022-02-04,63.0
2022-02-05,81.0
2022-02-06,80.0
2022-02-07,52.0
2022-02-08,50.0
2022-02-09,52.0
2022-02-10,40.0
2022-02-11,53.0
2022-02-12,71.0
2022-02-13,75.0
2022-02-14,47.0
2022-02-15,48.0
2022-02-16,46.0
2022-02-17,48.0
2022-02-18,57.0
2022-02-19,76.0
2022-02-20,77.0
2022-02-21,69.0
2022-02-22,55.0
2022-02-23,52.0
2022-02-24,49.0
2022-02-25,51.0
2022-02-26,72.0
2022-02-27,75.0
2022-02-28,48.0
2022-03-01,42.0
2022-03-02,42.0
2022-03-03,47.0
2022-03-04,50.0
2022-03-05,72.0
2022-03-06,72.0
2022-03-07,50.0
2022-03-08,47.0
2022-03-09,49.0
2022-03-10,49.0
2022-03-11,53.0
2022-03-12,74.0
2022-03-13,77.0
2022-03-14,54.0
2022-03-15,52.0
2022-03-16,52.0
2022-03-17,55.0
2022-03-18,55.0
2022-03-19,69.0
2022-03-20,67.0
2022-03-21,47.0
2022-03-22,48.0
2022-03-23,47.0
2022-03-24,49.0
2022-03-25,54.0
2022-03-26,70.0
2022-03-27,73.0
2022-03-28,52.0
2022-03-29,51.0
2022-03-30,48.0
2022-03-31,50.0
2022-04-01,58.0
2022-04-02,71.0
2022-04-03,75.0
2022-04-04,54.0
2022-04-05,51.0
2022-04-06,51.0
2022-04-07,54.0
2022-04-08,53.0
2022-04-09,70.0
2022-04-10,73.0
2022-04-11,53.0
2022-04-12,51.0
2022-04-13,50.0
2022-04-14,52.0
2022-04-15,62.0
2022-04-16,69.0
2022-04-17,69.0
2022-04-18,60.0
2022-04-19,54.0
2022-04-20,54.0
2022-04-21,54.0
2022-04-22,53.0
2022-04-23,75.0
2022-04-24,76.0
2022-04-25,53.0
2022-04-26,51.0
2022-04-27,50.0
2022-04-28,48.0
2022-04-29,52.0
2022-04-30,72.0
2022-05-01,73.0
2022-05-02,51.0
2022-05-03,49.0
2022-05-04,50.0
2022-05-05,48.0
2022-05-06,51.0
2022-05-07,68.0
2022-05-08,69.0
2022-05-09,52.0
2022-05-10,50.0
2022-05-11,49.0
2022-05-12,51.0
2022-05-13,52.0
2022-05-14,64.0
2022-05-15,68.0
2022-05-16,51.0
2022-05-17,52.0
2022-05-18,52.0
2022-05-19,52.0
2022-05-20,56.0
2022-05-21,64.0
2022-05-22,73.0
2022-05-23,55.0
2022-05-24,54.0
2022-05-25,55.0
2022-05-26,56.0
2022-05-27,59.0
2022-05-28,64.0
2022-05-29,70.0
2022-05-30,76.0
2022-05-31,57.0
2022-06-01,56.0
2022-06-02,54.0
2022-06-03,54.0
2022-06-04,66.0
2022-06-05,70.0
2022-06-06,59.0
2022-06-07,85.0
2022-06-08,91.0
2022-06-09,80.0
2022-06-10,86.0
2022-06-11,87.0
2022-06-12,100.0
2022-06-13,83.0
2022-06-14,77.0
2022-06-15,77.0
2022-06-16,74.0
2022-06-17,73.0
2022-06-18,87.0
2022-06-19,86.0
2022-06-20,78.0
2022-06-21,75.0
2022-06-22,73.0
2022-06-23,72.0
2022-06-24,73.0
2022-06-25,81.0
2022-06-26,81.0
2022-06-27,75.0
2022-06-28,71.0
2022-06-29,72.0
2022-06-30,72.0
2022-07-01,75.0
2022-07-02,84.0
2022-07-03,90.0
2022-07-04,86.0
2022-07-05,73.0
2022-07-06,79.0
2022-07-07,79.0
2022-07-08,81.0
2022-07-09,85.0
2022-07-10,86.0
2022-07-11,75.0
2022-07-12,80.0
2022-07-13,82.0
2022-07-14,75.0
2022-07-15,74.0
2022-07-16,84.0
2022-07-17,87.0
2022-07-18,78.0
2022-07-19,76.0
2022-07-20,76.0
2022-07-21,74.0
2022-07-22,74.0
2022-07-23,80.0
2022-07-24,81.0
2022-07-25,76.0
2022-07-26,75.0
2022-07-27,74.0
2022-07-28,71.0
2022-07-29,77.0
2022-07-30,75.0
2022-07-31,82.0
2022-08-01,71.0
2022-08-02,72.0
2022-08-03,69.0
2022-08-04,69.0
2022-08-05,70.0
2022-08-06,77.0
2022-08-07,86.0
2022-08-08,70.0
2022-08-09,71.0
2022-08-10,66.0
2022-08-11,64.0
2022-08-12,63.0
2022-08-13,74.0
2022-08-14,80.0
2022-08-15,62.0
2022-08-16,61.0
2022-08-17,57.0
2022-08-18,58.0
2022-08-19,57.0
2022-08-20,69.0
2022-08-21,77.0
2022-08-22,55.0
2022-08-23,57.0
2022-08-24,54.0
2022-08-25,52.0
2022-08-26,55.0
2022-08-27,69.0
2022-08-28,74.0
2022-08-29,51.83974199950384
2022-08-30,48.11709253287026
2022-08-31,47.686430166211856
2022-09-01,47.186430166211856
2022-09-02,49.97841726618705
2022-09-03,60.14636566608782
2022-09-04,71.24497643264698
2022-09-05,72.67563879930537
2022-09-06,45.325105432895064
2022-09-07,43.03311833291987
2022-09-08,39.810468866286286
2022-09-09,41.67179359960308
2022-09-10,59.21570329942942
2022-09-11,62.00769039940461
2022-09-12,43.03311833291987
2022-09-13,40.74113123294468
2022-09-14,43.03311833291987
2022-09-15,38.87980649962788
2022-09-16,45.825105432895064
2022-09-17,58.785040932771025
2022-09-18,56.92371619945423
2022-09-19,41.17179359960308
2022-09-20,39.310468866286286
2022-09-21,40.74113123294468
2022-09-22,39.810468866286286
2022-09-23,43.03311833291987
2022-09-24,55.99305383279583
2022-09-25,59.21570329942942
2022-09-26,42.10245596626147
2022-09-27,39.810468866286286
2022-09-28,39.620937732572564
2022-09-29,40.482262465889356
2022-09-30,43.06623666583974
2022-10-01,54.26345819895808
2022-10-02,52.540808732324486
2022-10-03,42.20491193252295
2022-10-04,42.20491193252295
2022-10-05,43.06623666583974
2022-10-06,43.92756139915654
2022-10-07,46.51153559910692
2022-10-08,53.40213346564128
2022-10-09,59.43140659885884
2022-10-10,45.65021086579013
2022-10-11,42.20491193252295
2022-10-12,41.343587199206155
2022-10-13,43.92756139915654
2022-10-14,55.12478293227487
2022-10-15,80.96452493177871
2022-10-16,68.90597866534358
2022-10-17,48.23418506574051
2022-10-18,44.78888613247333
2022-10-19,43.92756139915654
2022-10-20,43.92756139915654
2022-10-21,47.37286033242371
2022-10-22,56.84743239890846
2022-10-23,61.15405606549243
2022-10-24,45.65021086579013
2022-10-25,41.343587199206155
2022-10-26,43.92756139915654
2022-10-27,42.20491193252295
2022-10-28,41.343587199206155
2022-10-29,55.12478293227487
2022-10-30,55.98610766559166
2022-10-31,39.620937732572564
2022-11-01,37.036963532622174
2022-11-02,39.620937732572564
2022-11-03,40.482262465889356
2022-11-04,44.78888613247333
2022-11-05,57.70875713222525
2022-11-06,62.015380798809225
2022-11-07,43.06623666583974
2022-11-08,44.78888613247333
2022-11-09,39.620937732572564
2022-11-10,43.06623666583974
2022-11-11,48.23418506574051
2022-11-12,60.292731332175634
2022-11-13,67.18332919871
2022-11-14,45.65021086579013
2022-11-15,44.78888613247333
2022-11-16,44.78888613247333
2022-11-17,44.78888613247333
2022-11-18,43.92756139915654
2022-11-19,57.70875713222525
2022-11-20,62.015380798809225
2022-11-21,49.9568345323741
2022-11-22,49.9568345323741
2022-11-23,55.12478293227487
2022-11-24,57.70875713222525
2022-11-25,58.57008186554205
2022-11-26,57.70875713222525
2022-11-27,63.738030265442816
2022-11-28,43.06623666583974
2022-11-29,41.343587199206155
2022-11-30,43.06623666583974
2022-12-01,42.20491193252295
2022-12-02,43.92756139915654
2022-12-03,60.292731332175634
2022-12-04,62.876705532126024
2022-12-05,43.06623666583974
2022-12-06,41.343587199206155
2022-12-07,44.78888613247333
2022-12-08,45.65021086579013
2022-12-09,46.51153559910692
2022-12-10,59.43140659885884
2022-12-11,62.876705532126024
2022-12-12,49.095509799057304
2022-12-13,48.23418506574051
2022-12-14,49.095509799057304
2022-12-15,50.818159265690895
2022-12-16,54.26345819895808
2022-12-17,63.738030265442816
2022-12-18,65.4606797320764
2022-12-19,58.57008186554205
2022-12-20,61.15405606549243
2022-12-21,63.738030265442816
2022-12-22,69.76730339866037
2022-12-23,74.93525179856115
2022-12-24,74.07392706524435
2022-12-25,73.21260233192756
2022-12-26,73.21260233192756
2022-12-27,68.90597866534358
2022-12-28,69.76730339866037
2022-12-29,69.76730339866037
2022-12-30,70.62862813197718
2022-12-31,72.35127759861076
2023-01-01,71.48995286529397
2023-01-02,77.51922599851153
2023-01-03,62.015380798809225
2023-01-04,59.43140659885884
2023-01-05,55.12478293227487
2023-01-06,58.57008186554205
2023-01-07,73.21260233192756
2023-01-08,79.24187546514513
2023-01-09,54.26345819895808
2023-01-10,53.40213346564128
2023-01-11,52.540808732324486
2023-01-12,52.540808732324486
2023-01-13,56.84743239890846
2023-01-14,78.38055073182832
2023-01-15,81.8258496650955
2023-01-16,84.4098238650459
2023-01-17,58.57008186554205
2023-01-18,57.70875713222525
2023-01-19,53.40213346564128
2023-01-20,55.98610766559166
2023-01-21,74.93525179856115
2023-01-22,82.68717439841231
2023-01-23,62.015380798809225
2023-01-24,57.70875713222525
2023-01-25,60.292731332175634
2023-01-26,57.70875713222525
2023-01-27,62.015380798809225
2023-01-28,80.96452493177871
2023-01-29,86.13247333167948
2023-01-30,61.15405606549243
2023-01-31,61.15405606549243
2023-02-01,62.015380798809225
2023-02-02,55.98610766559166
2023-02-03,61.15405606549243
2023-02-04,77.51922599851153
2023-02-05,85.27114859836269
2023-02-06,57.70875713222525
2023-02-07,53.40213346564128
2023-02-08,54.26345819895808
2023-02-09,49.9568345323741
2023-02-10,55.12478293227487
2023-02-11,72.35127759861076
2023-02-12,75.79657653187795
2023-02-13,48.23418506574051
2023-02-14,49.9568345323741
2023-02-15,54.26345819895808
2023-02-16,54.26345819895808
2023-02-17,68.04465393202679
2023-02-18,75.79657653187795
2023-02-19,80.96452493177871
2023-02-20,74.93525179856115
2023-02-21,57.70875713222525
2023-02-22,60.292731332175634
2023-02-23,61.15405606549243
2023-02-24,61.15405606549243
2023-02-25,79.24187546514513
2023-02-26,85.27114859836269
2023-02-27,58.57008186554205
2023-02-28,54.26345819895808
2023-03-01,53.40213346564128
2023-03-02,55.12478293227487
2023-03-03,56.84743239890846
2023-03-04,72.35127759861076
2023-03-05,77.51922599851153
2023-03-06,55.12478293227487
2023-03-07,52.540808732324486
2023-03-08,53.40213346564128
2023-03-09,51.67948399900769
2023-03-10,58.57008186554205
2023-03-11,69.76730339866037
2023-03-12,80.10320019846192
2023-03-13,57.70875713222525
2023-03-14,62.015380798809225
2023-03-15,59.43140659885884
2023-03-16,55.98610766559166
2023-03-17,55.12478293227487
2023-03-18,73.21260233192756
2023-03-19,77.51922599851153
2023-03-20,55.12478293227487
2023-03-21,52.540808732324486
2023-03-22,51.67948399900769
2023-03-23,54.26345819895808
2023-03-24,55.98610766559166
2023-03-25,68.90597866534358
2023-03-26,74.93525179856115
2023-03-27,55.98610766559166
2023-03-28,52.540808732324486
2023-03-29,50.818159265690895
2023-03-30,52.540808732324486
2023-03-31,55.98610766559166
2023-04-01,76.65790126519474
2023-04-02,77.51922599851153
2023-04-03,56.84743239890846
2023-04-04,55.98610766559166
2023-04-05,55.98610766559166
2023-04-06,59.43140659885884
2023-04-07,67.18332919871
2023-04-08,71.48995286529397
2023-04-09,74.07392706524435
2023-04-10,60.292731332175634
2023-04-11,53.40213346564128
2023-04-12,51.67948399900769
2023-04-13,49.9568345323741
2023-04-14,56.84743239890846
2023-04-15,68.04465393202679
2023-04-16,74.93525179856115
2023-04-17,50.818159265690895
2023-04-18,55.12478293227487
2023-04-19,55.12478293227487
2023-04-20,52.540808732324486
2023-04-21,56.84743239890846
2023-04-22,72.35127759861076
2023-04-23,79.24187546514513
2023-04-24,53.40213346564128
2023-04-25,48.23418506574051
2023-04-26,51.764120374787694
2023-04-27,50.87864435242257
2023-04-28,52.649596397152834
2023-04-29,65.47692307692307
2023-04-30,73.87686964486765
2023-05-01,50.87864435242257
2023-05-02,49.99316833005744
2023-05-03,48.22221628532718
2023-05-04,47.33674026296204
2023-05-05,49.107692307692304
2023-05-06,61.93501898746254
2023-05-07,68.56401351067686
