Time,hustle
2022-01-01,5.0
2022-01-02,4.0
2022-01-03,5.0
2022-01-04,5.0
2022-01-05,5.0
2022-01-06,4.0
2022-01-07,4.0
2022-01-08,4.0
2022-01-09,5.0
2022-01-10,4.0
2022-01-11,4.0
2022-01-12,4.0
2022-01-13,5.0
2022-01-14,4.0
2022-01-15,4.0
2022-01-16,4.0
2022-01-17,4.0
2022-01-18,4.0
2022-01-19,4.0
2022-01-20,4.0
2022-01-21,3.0
2022-01-22,5.0
2022-01-23,4.0
2022-01-24,5.0
2022-01-25,4.0
2022-01-26,4.0
2022-01-27,4.0
2022-01-28,4.0
2022-01-29,5.0
2022-01-30,4.0
2022-01-31,4.0
2022-02-01,4.0
2022-02-02,3.0
2022-02-03,4.0
2022-02-04,5.0
2022-02-05,4.0
2022-02-06,4.0
2022-02-07,4.0
2022-02-08,4.0
2022-02-09,4.0
2022-02-10,3.0
2022-02-11,4.0
2022-02-12,4.0
2022-02-13,4.0
2022-02-14,3.0
2022-02-15,4.0
2022-02-16,4.0
2022-02-17,4.0
2022-02-18,7.0
2022-02-19,6.0
2022-02-20,5.0
2022-02-21,4.0
2022-02-22,4.0
2022-02-23,4.0
2022-02-24,4.0
2022-02-25,4.0
2022-02-26,5.0
2022-02-27,5.0
2022-02-28,4.0
2022-03-01,4.0
2022-03-02,5.0
2022-03-03,4.0
2022-03-04,4.0
2022-03-05,4.0
2022-03-06,4.0
2022-03-07,4.0
2022-03-08,4.0
2022-03-09,4.0
2022-03-10,4.0
2022-03-11,5.0
2022-03-12,4.0
2022-03-13,4.0
2022-03-14,4.0
2022-03-15,4.0
2022-03-16,3.0
2022-03-17,4.0
2022-03-18,4.0
2022-03-19,4.0
2022-03-20,4.0
2022-03-21,4.0
2022-03-22,4.0
2022-03-23,4.0
2022-03-24,4.0
2022-03-25,4.0
2022-03-26,4.0
2022-03-27,4.0
2022-03-28,4.0
2022-03-29,4.0
2022-03-30,4.0
2022-03-31,4.0
2022-04-01,4.0
2022-04-02,4.0
2022-04-03,4.0
2022-04-04,4.0
2022-04-05,5.0
2022-04-06,5.0
2022-04-07,6.0
2022-04-08,5.0
2022-04-09,5.0
2022-04-10,5.0
2022-04-11,4.0
2022-04-12,4.0
2022-04-13,4.0
2022-04-14,4.0
2022-04-15,4.0
2022-04-16,4.0
2022-04-17,4.0
2022-04-18,5.0
2022-04-19,5.0
2022-04-20,4.0
2022-04-21,4.0
2022-04-22,4.0
2022-04-23,4.0
2022-04-24,5.0
2022-04-25,4.0
2022-04-26,4.0
2022-04-27,4.0
2022-04-28,4.0
2022-04-29,5.0
2022-04-30,6.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,3.0
2022-05-04,4.0
2022-05-05,4.0
2022-05-06,4.0
2022-05-07,5.0
2022-05-08,4.0
2022-05-09,4.0
2022-05-10,6.0
2022-05-11,7.0
2022-05-12,6.0
2022-05-13,5.0
2022-05-14,6.0
2022-05-15,5.0
2022-05-16,4.0
2022-05-17,4.0
2022-05-18,4.0
2022-05-19,4.0
2022-05-20,4.0
2022-05-21,5.0
2022-05-22,6.0
2022-05-23,6.0
2022-05-24,4.0
2022-05-25,5.0
2022-05-26,4.0
2022-05-27,4.0
2022-05-28,5.0
2022-05-29,5.0
2022-05-30,5.0
2022-05-31,4.0
2022-06-01,5.0
2022-06-02,8.0
2022-06-03,12.0
2022-06-04,9.0
2022-06-05,9.0
2022-06-06,8.0
2022-06-07,9.0
2022-06-08,31.0
2022-06-09,63.0
2022-06-10,69.0
2022-06-11,83.0
2022-06-12,100.0
2022-06-13,63.0
2022-06-14,43.0
2022-06-15,37.0
2022-06-16,30.0
2022-06-17,26.0
2022-06-18,40.0
2022-06-19,43.0
2022-06-20,32.0
2022-06-21,21.0
2022-06-22,18.0
2022-06-23,17.0
2022-06-24,15.0
2022-06-25,19.0
2022-06-26,25.0
2022-06-27,16.0
2022-06-28,13.0
2022-06-29,12.0
2022-06-30,12.0
2022-07-01,12.0
2022-07-02,16.0
2022-07-03,17.0
2022-07-04,18.0
2022-07-05,12.0
2022-07-06,11.0
2022-07-07,10.0
2022-07-08,10.0
2022-07-09,12.0
2022-07-10,14.0
2022-07-11,10.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,7.0
2022-07-15,8.0
2022-07-16,10.0
2022-07-17,11.0
2022-07-18,8.0
2022-07-19,7.0
2022-07-20,7.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,8.0
2022-07-24,9.0
2022-07-25,7.0
2022-07-26,7.0
2022-07-27,6.0
2022-07-28,6.0
2022-07-29,7.0
2022-07-30,7.0
2022-07-31,8.0
2022-08-01,6.0
2022-08-02,6.0
2022-08-03,6.0
2022-08-04,6.0
2022-08-05,5.0
2022-08-06,6.0
2022-08-07,7.0
2022-08-08,6.0
2022-08-09,5.0
2022-08-10,6.0
2022-08-11,6.0
