Time,inter_miami
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,1.0
2022-01-04,1.0
2022-01-05,1.0
2022-01-06,1.0
2022-01-07,1.0
2022-01-08,1.0
2022-01-09,1.0
2022-01-10,1.0
2022-01-11,1.0
2022-01-12,1.0
2022-01-13,1.0
2022-01-14,1.0
2022-01-15,1.0
2022-01-16,1.0
2022-01-17,1.0
2022-01-18,1.0
2022-01-19,1.0
2022-01-20,1.0
2022-01-21,1.0
2022-01-22,2.0
2022-01-23,1.0
2022-01-24,1.0
2022-01-25,1.0
2022-01-26,3.0
2022-01-27,6.0
2022-01-28,1.0
2022-01-29,1.0
2022-01-30,1.0
2022-01-31,1.0
2022-02-01,1.0
2022-02-02,1.0
2022-02-03,1.0
2022-02-04,1.0
2022-02-05,2.0
2022-02-06,1.0
2022-02-07,1.0
2022-02-08,1.0
2022-02-09,1.0
2022-02-10,1.0
2022-02-11,1.0
2022-02-12,1.0
2022-02-13,1.0
2022-02-14,1.0
2022-02-15,1.0
2022-02-16,2.0
2022-02-17,1.0
2022-02-18,1.0
2022-02-19,2.0
2022-02-20,2.0
2022-02-21,1.0
2022-02-22,1.0
2022-02-23,1.0
2022-02-24,1.0
2022-02-25,2.0
2022-02-26,7.0
2022-02-27,8.0
2022-02-28,2.0
2022-03-01,1.0
2022-03-02,1.0
2022-03-03,1.0
2022-03-04,1.0
2022-03-05,2.0
2022-03-06,8.0
2022-03-07,3.0
2022-03-08,2.0
2022-03-09,1.0
2022-03-10,1.0
2022-03-11,2.0
2022-03-12,9.0
2022-03-13,3.0
2022-03-14,1.0
2022-03-15,1.0
2022-03-16,1.0
2022-03-17,1.0
2022-03-18,1.0
2022-03-19,5.0
2022-03-20,2.0
2022-03-21,1.0
2022-03-22,1.0
2022-03-23,1.0
2022-03-24,1.0
2022-03-25,1.0
2022-03-26,1.0
2022-03-27,1.0
2022-03-28,1.0
2022-03-29,1.0
2022-03-30,1.0
2022-03-31,1.0
2022-04-01,2.0
2022-04-02,3.0
2022-04-03,8.0
2022-04-04,2.0
2022-04-05,1.0
2022-04-06,1.0
2022-04-07,1.0
2022-04-08,2.0
2022-04-09,8.0
2022-04-10,4.0
2022-04-11,2.0
2022-04-12,2.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,2.0
2022-04-16,3.0
2022-04-17,10.0
2022-04-18,3.0
2022-04-19,4.0
2022-04-20,4.0
2022-04-21,2.0
2022-04-22,2.0
2022-04-23,2.0
2022-04-24,12.0
2022-04-25,3.0
2022-04-26,2.0
2022-04-27,1.0
2022-04-28,2.0
2022-04-29,4.0
2022-04-30,4.0
2022-05-01,5.0
2022-05-02,2.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,5.0
2022-05-08,3.0
2022-05-09,1.0
2022-05-10,3.0
2022-05-11,4.0
2022-05-12,1.0
2022-05-13,2.0
2022-05-14,3.0
2022-05-15,8.0
2022-05-16,2.0
2022-05-17,13.0
2022-05-18,8.0
2022-05-19,8.0
2022-05-20,4.0
2022-05-21,4.0
2022-05-22,8.0
2022-05-23,5.0
2022-05-24,3.0
2022-05-25,5.0
2022-05-26,7.0
2022-05-27,3.0
2022-05-28,4.0
2022-05-29,8.0
2022-05-30,2.0
2022-05-31,2.0
2022-06-01,2.0
2022-06-02,2.0
2022-06-03,1.0
2022-06-04,1.0
2022-06-05,2.0
2022-06-06,1.0
2022-06-07,1.0
2022-06-08,2.0
2022-06-09,2.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,2.0
2022-06-13,2.0
2022-06-14,2.0
2022-06-15,2.0
2022-06-16,2.0
2022-06-17,2.0
2022-06-18,5.0
2022-06-19,11.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,4.0
2022-06-26,7.0
2022-06-27,2.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,2.0
2022-07-01,1.0
2022-07-02,2.0
2022-07-03,2.0
2022-07-04,3.0
2022-07-05,6.0
2022-07-06,1.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,3.0
2022-07-10,9.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,4.0
2022-07-14,6.0
2022-07-15,3.0
2022-07-16,6.0
2022-07-17,16.0
2022-07-18,9.0
2022-07-19,40.0
2022-07-20,100.0
2022-07-21,9.0
2022-07-22,4.0
2022-07-23,6.0
2022-07-24,7.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,1.0
2022-07-30,4.0
2022-07-31,10.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,2.0
2022-08-04,6.0
2022-08-05,1.0
2022-08-06,2.0
2022-08-07,6.0
2022-08-08,2.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,3.0
2022-08-14,8.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,2.0
2022-08-20,4.0
2022-08-21,8.0
2022-08-22,2.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,2.0
2022-08-26,1.0
2022-08-27,4.0
2022-08-28,5.0
2022-08-29,1.0
2022-08-30,1.125
2022-08-31,2.0
2022-09-01,2.875
2022-09-02,1.0
2022-09-03,1.25
2022-09-04,1.75
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,0.875
2022-09-09,0.75
2022-09-10,2.125
2022-09-11,4.0
2022-09-12,1.125
2022-09-13,2.75
2022-09-14,9.5
2022-09-15,1.125
2022-09-16,1.0
2022-09-17,1.75
2022-09-18,5.75
2022-09-19,3.875
2022-09-20,1.0
2022-09-21,1.125
2022-09-22,1.125
2022-09-23,1.75
2022-09-24,1.125
2022-09-25,0.875
2022-09-26,0.875
2022-09-27,1.0
2022-09-28,0.75
2022-09-29,1.0
2022-09-30,2.25
2022-10-01,5.5
2022-10-02,1.5
2022-10-03,2.25
2022-10-04,2.75
2022-10-05,3.75
2022-10-06,11.0
2022-10-07,1.75
2022-10-08,1.75
2022-10-09,8.0
2022-10-10,2.25
2022-10-11,1.5
2022-10-12,1.5
2022-10-13,1.0
2022-10-14,1.25
2022-10-15,1.5
2022-10-16,1.75
2022-10-17,6.5
2022-10-18,8.75
2022-10-19,1.0
2022-10-20,0.75
2022-10-21,1.25
2022-10-22,0.5
2022-10-23,1.0
2022-10-24,0.5
2022-10-25,0.5
2022-10-26,0.75
2022-10-27,0.25
2022-10-28,0.5
2022-10-29,0.75
2022-10-30,0.5
2022-10-31,6.0
2022-11-01,3.0
2022-11-02,2.0
2022-11-03,0.75
2022-11-04,0.75
2022-11-05,1.0
2022-11-06,1.0
2022-11-07,1.25
2022-11-08,0.5
2022-11-09,0.5
2022-11-10,0.75
2022-11-11,1.0
2022-11-12,0.75
2022-11-13,0.5
2022-11-14,0.5
2022-11-15,0.5
2022-11-16,0.5
2022-11-17,1.0
2022-11-18,1.0
2022-11-19,0.75
2022-11-20,0.75
2022-11-21,1.0
2022-11-22,1.0
2022-11-23,0.75
2022-11-24,0.5
2022-11-25,1.0
2022-11-26,1.0
2022-11-27,25.0
2022-11-28,11.5
2022-11-29,4.0
2022-11-30,2.75
2022-12-01,1.75
2022-12-02,1.75
2022-12-03,2.25
2022-12-04,1.25
2022-12-05,1.75
2022-12-06,1.75
2022-12-07,1.0
2022-12-08,0.75
2022-12-09,1.75
2022-12-10,1.5
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,1.75
2022-12-14,1.75
2022-12-15,1.5
2022-12-16,1.25
2022-12-17,1.75
2022-12-18,5.75
2022-12-19,3.25
2022-12-20,3.0
2022-12-21,3.0
2022-12-22,2.25
2022-12-23,1.25
2022-12-24,1.0
2022-12-25,1.0
2022-12-26,1.0
2022-12-27,1.25
2022-12-28,1.0
2022-12-29,1.0
2022-12-30,1.25
2022-12-31,1.25
2023-01-01,0.75
2023-01-02,0.75
2023-01-03,1.0
2023-01-04,1.25
2023-01-05,1.0
2023-01-06,1.25
2023-01-07,1.5
2023-01-08,1.0
2023-01-09,0.75
2023-01-10,1.25
2023-01-11,1.0
2023-01-12,1.0
2023-01-13,1.0
2023-01-14,1.0
2023-01-15,1.25
2023-01-16,0.75
2023-01-17,1.0
2023-01-18,2.0
2023-01-19,1.25
2023-01-20,1.25
2023-01-21,2.75
2023-01-22,4.0
2023-01-23,1.5
2023-01-24,1.5
2023-01-25,1.25
2023-01-26,0.75
2023-01-27,1.0
2023-01-28,1.25
2023-01-29,1.25
2023-01-30,1.0
2023-01-31,1.25
2023-02-01,1.25
2023-02-02,1.25
2023-02-03,1.25
2023-02-04,0.75
2023-02-05,1.25
2023-02-06,1.0
2023-02-07,0.75
2023-02-08,0.75
2023-02-09,0.75
2023-02-10,0.75
2023-02-11,1.25
2023-02-12,1.25
2023-02-13,1.0
2023-02-14,0.75
2023-02-15,1.25
2023-02-16,2.5
2023-02-17,2.0
2023-02-18,3.0
2023-02-19,2.25
2023-02-20,1.5
2023-02-21,1.75
2023-02-22,1.75
2023-02-23,1.5
2023-02-24,1.75
2023-02-25,4.25
2023-02-26,10.0
2023-02-27,2.25
2023-02-28,1.75
2023-03-01,1.25
2023-03-02,1.5
2023-03-03,2.0
2023-03-04,4.0
2023-03-05,11.5
2023-03-06,2.0
2023-03-07,1.5
2023-03-08,1.5
2023-03-09,2.0
2023-03-10,1.5
2023-03-11,3.25
2023-03-12,5.75
2023-03-13,1.5
2023-03-14,1.25
2023-03-15,1.0
2023-03-16,1.25
2023-03-17,1.0
2023-03-18,2.5
2023-03-19,3.5
2023-03-20,1.25
2023-03-21,1.25
2023-03-22,1.25
2023-03-23,1.25
2023-03-24,1.25
2023-03-25,4.5
2023-03-26,6.0
2023-03-27,1.75
2023-03-28,1.25
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,0.75
2023-04-01,2.75
2023-04-02,4.5
2023-04-03,1.0
2023-04-04,1.25
2023-04-05,1.5
2023-04-06,1.25
2023-04-07,1.5
2023-04-08,4.5
2023-04-09,4.75
2023-04-10,1.75
2023-04-11,1.5
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,1.5
2023-04-16,1.75
2023-04-17,1.25
2023-04-18,1.0
2023-04-19,1.25
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,1.75
2023-04-23,5.25
2023-04-24,1.5
2023-04-25,1.0
2023-04-26,1.25
2023-04-27,3.0
2023-04-28,0.75
2023-04-29,1.375
2023-04-30,2.125
2023-05-01,0.625
2023-05-02,0.5
2023-05-03,0.875
2023-05-04,0.875
2023-05-05,0.75
2023-05-06,2.0
2023-05-07,4.125
2023-05-08,0.875
2023-05-09,1.25
2023-05-10,1.75
2023-05-11,0.875
2023-05-12,0.75
2023-05-13,3.0
2023-05-14,3.5
2023-05-15,0.75
2023-05-16,1.0
2023-05-17,1.0
2023-05-18,1.875
2023-05-19,1.0
2023-05-20,2.0
2023-05-21,3.125
2023-05-22,0.875
2023-05-23,1.5
2023-05-24,2.0
2023-05-25,0.875
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,1.0
2023-06-01,1.0
2023-06-02,0.0
2023-06-03,1.0
2023-06-04,1.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,41.0
2023-06-08,27.0
2023-06-09,12.0
2023-06-10,11.0
2023-06-11,8.0
2023-06-12,4.0
2023-06-13,3.0
2023-06-14,3.0
2023-06-15,3.0
2023-06-16,2.0
2023-06-17,2.0
2023-06-18,3.0
2023-06-19,2.0
2023-06-20,3.0
2023-06-21,2.0
2023-06-22,2.0
2023-06-23,2.0
2023-06-24,3.0
2023-06-25,5.0
2023-06-26,2.0
2023-06-27,2.0
2023-06-28,2.0
2023-06-29,2.0
2023-06-30,2.0
2023-07-01,3.0
2023-07-02,4.0
2023-07-03,2.0
2023-07-04,3.0
2023-07-05,3.0
2023-07-06,2.0
2023-07-07,2.0
2023-07-08,3.0
2023-07-09,4.0
2023-07-10,2.0
2023-07-11,2.0
2023-07-12,2.0
2023-07-13,2.0
2023-07-14,3.0
2023-07-15,6.0
2023-07-16,14.0
2023-07-17,13.0
2023-07-18,7.0
2023-07-19,6.0
2023-07-20,7.0
2023-07-21,33.0
2023-07-22,98.0
2023-07-23,15.0
2023-07-24,9.0
2023-07-25,26.0
2023-07-26,56.0
2023-07-27,9.0
2023-07-28,8.0
2023-07-29,9.0
2023-07-30,10.0
2023-07-31,8.0
2023-08-01,8.0
2023-08-02,19.0
2023-08-03,80.0
2023-08-04,8.0
2023-08-05,10.0
2023-08-06,21.0
2023-08-07,86.0
2023-08-08,11.0
2023-08-09,9.0
2023-08-10,8.0
2023-08-11,18.0
2023-08-12,62.0
2023-08-13,10.0
2023-08-14,9.0
2023-08-15,32.0
2023-08-16,52.0
2023-08-17,10.0
2023-08-18,11.0
2023-08-19,32.0
2023-08-20,100.0
2023-08-21,9.0
2023-08-22,8.0
2023-08-23,27.0
2023-08-24,65.0
2023-08-25,9.0
2023-08-26,28.0
2023-08-27,49.0
2023-08-28,7.0
2023-08-29,8.0
2023-08-30,19.0
2023-08-31,31.0
2023-09-01,6.0
2023-09-02,10.0
2023-09-03,18.0
2023-09-04,61.0
2023-09-05,7.0
2023-09-06,6.0
2023-09-07,5.0
2023-09-08,5.0
2023-09-09,9.0
2023-09-10,25.0
2023-09-11,4.0
2023-09-12,5.0
2023-09-13,4.0
2023-09-14,5.0
2023-09-15,6.0
2023-09-16,27.0
2023-09-17,18.0
2023-09-18,5.0
2023-09-19,5.0
2023-09-20,13.0
2023-09-21,25.0
2023-09-22,4.0
2023-09-23,7.0
2023-09-24,13.0
2023-09-25,17.0
2023-09-26,6.0
2023-09-27,17.0
2023-09-28,39.0
2023-09-29,4.0
2023-09-30,9.0
2023-10-01,17.0
2023-10-02,4.0
2023-10-03,4.0
2023-10-04,8.0
2023-10-05,16.0
2023-10-06,4.0
2023-10-07,10.0
2023-10-08,19.0
2023-10-09,3.0
2023-10-10,2.0
2023-10-11,3.0
2023-10-12,2.0
2023-10-13,2.0
2023-10-14,2.0
2023-10-15,2.0
2023-10-16,2.0
2023-10-17,2.0
2023-10-18,4.0
2023-10-19,8.0
2023-10-20,2.0
2023-10-21,9.0
2023-10-22,9.0
2023-10-23,2.0
2023-10-24,2.0
2023-10-25,2.0
2023-10-26,2.0
2023-10-27,1.0
2023-10-28,2.0
2023-10-29,2.0
2023-10-30,1.0
2023-10-31,1.0
2023-11-01,1.0
2023-11-02,1.0
2023-11-03,2.0
2023-11-04,2.0
2023-11-05,2.0
2023-11-06,1.0
2023-11-07,1.0
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,3.0
2023-11-11,12.0
2023-11-12,2.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-18,1.0
2023-11-19,1.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,1.0
2023-11-23,1.0
2023-11-24,1.0
2023-11-25,1.0
2023-11-26,1.0
2023-11-27,1.0
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,1.0
2023-12-01,1.0
2023-12-02,1.0
2023-12-03,1.0
2023-12-04,1.0
2023-12-05,1.0
2023-12-06,1.0
2023-12-07,1.0
2023-12-08,1.0
2023-12-09,2.0
2023-12-10,1.0
2023-12-11,1.0
2023-12-12,1.0
2023-12-13,1.0
2023-12-14,1.0
2023-12-15,1.0
2023-12-16,1.0
2023-12-17,1.0
2023-12-18,1.0
2023-12-19,1.0
2023-12-20,1.0
2023-12-21,1.0
2023-12-22,2.1240657698056804
2023-12-23,2.1240657698056804
2023-12-24,1.84304932735426
2023-12-25,1.84304932735426
2023-12-26,1.84304932735426
2023-12-27,1.34304932735426
2023-12-28,1.0620328849028402
2023-12-29,1.0620328849028402
2023-12-30,1.0620328849028402
2023-12-31,1.0620328849028402
2024-01-01,1.0620328849028402
2024-01-02,1.84304932735426
2024-01-03,1.84304932735426
2024-01-04,1.84304932735426
2024-01-05,1.84304932735426
2024-01-06,1.84304932735426
2024-01-07,2.9050822122571
2024-01-08,2.1240657698056804
2024-01-09,1.84304932735426
2024-01-10,1.84304932735426
2024-01-11,1.84304932735426
2024-01-12,2.1240657698056804
2024-01-13,3.18609865470852
2024-01-14,3.18609865470852
2024-01-15,2.9050822122571
2024-01-16,2.9050822122571
2024-01-17,3.18609865470852
2024-01-18,3.9671150971599403
2024-01-19,12.182361733931241
2024-01-20,47.3863976083707
2024-01-21,3.9342301943198805
2024-01-22,7.868460388639761
2024-01-23,11.802690582959642
2024-01-24,2.8101644245142006
2024-01-25,2.8101644245142006
2024-01-26,2.8101644245142006
2024-01-27,3.3721973094170403
2024-01-28,3.9342301943198805
2024-01-29,26.415545590433485
2024-01-30,7.868460388639761
2024-01-31,6.182361733931241
2024-02-01,56.20328849028401
2024-02-02,8.992526158445441
2024-02-03,4.496263079222721
2024-02-04,10.116591928251122
2024-02-05,2.8101644245142006
2024-02-06,2.2481315396113604
2024-02-07,6.182361733931241
2024-02-08,2.8101644245142006
2024-02-09,1.6860986547085202
2024-02-10,1.6860986547085202
2024-02-11,1.6860986547085202
2024-02-12,1.6860986547085202
2024-02-13,1.1240657698056802
2024-02-14,1.6860986547085202
2024-02-15,3.9342301943198805
2024-02-16,10.678624813153961
2024-02-17,2.2481315396113604
2024-02-18,1.6860986547085202
2024-02-19,1.6860986547085202
2024-02-20,2.2481315396113604
2024-02-21,5.058295964125561
2024-02-22,20.795216741405085
2024-02-23,2.8101644245142006
